310,1000
273.16,1002.3
240,1004.5
200,1008
170,1011.5
135,1017
100,1024.5
77,1032.5
65,1038
50,1048
40,1057
30,1070
25,1081
20,1100.75
19.5,1102.79
19,1104.94
18.5,1107.19
18,1109.57
17.5,1112.08
17,1114.74
16.5,1117.55
16,1120.53
15.5,1123.69
15,1127.06
14.5,1130.66
14,1134.51
13.5,1138.63
13,1143.05
12.5,1147.82
12,1152.97
11.5,1158.55
11,1164.61
10.5,1171.23
10,1178.49
9.9,1180.03
9.8,1181.59
9.7,1183.19
9.6,1184.81
9.5,1186.48
9.4,1188.17
9.3,1189.9
9.2,1191.67
9.1,1193.47
9,1195.31
8.9,1197.19
8.8,1199.11
8.7,1201.07
8.6,1203.08
8.5,1205.13
8.4,1207.23
8.3,1209.38
8.2,1211.57
8.1,1213.82
8,1216.12
7.9,1218.48
7.8,1220.89
7.7,1223.37
7.6,1225.9
7.5,1228.5
7.4,1231.17
7.3,1233.91
7.2,1236.72
7.1,1239.6
7,1242.56
6.9,1245.61
6.8,1248.73
6.7,1251.95
6.6,1255.26
6.5,1258.66
6.4,1262.17
6.3,1265.78
6.2,1269.5
6.1,1273.34
6,1277.29
5.9,1281.38
5.8,1285.59
5.7,1289.95
5.6,1294.45
5.5,1299.11
5.4,1303.93
5.3,1308.92
5.2,1314.09
5.1,1319.45
5,1325.01
4.9,1330.79
4.8,1336.79
4.7,1343.03
4.6,1349.53
4.5,1356.3
4.4,1363.35
4.3,1370.72
4.2,1378.41
4.1,1386.45
4,1394.87
3.9,1403.69
3.8,1412.95
3.7,1422.68
3.6,1432.91
3.5,1443.68
3.4,1455.05
3.3,1467.06
3.2,1479.78
3.1,1493.26
3,1507.58
2.9,1522.82
2.8,1539.09
2.7,1556.48
2.6,1575.12
2.5,1595.16
2.4,1616.77
2.3,1640.15
2.2,1665.53
2.1,1693.2
2,1723.48
1.9,1757.83
1.8,1793.33
1.7,1832.94
1.6,1877.43
1.5,1927.75
1.4,1985.13
1.3,2051.19
1.2,2128.07
1.1,2218.67
1,2327.06
0.99,2339.09
0.98,2351.35
0.97,2363.86
0.96,2376.63
0.95,2389.66
0.94,2402.97
0.93,2416.56
0.92,2430.44
0.91,2444.61
0.9,2459.1
0.89,2473.91
0.88,2489.05
0.87,2504.53
0.86,2520.36
0.85,2536.57
0.84,2553.15
0.83,2570.12
0.82,2587.5
0.81,2605.31
0.8,2623.55
0.79,2642.24
0.78,2661.41
0.77,2681.07
0.76,2701.23
0.75,2721.93
0.74,2743.17
0.73,2764.99
0.72,2787.41
0.71,2810.45
0.7,2834.13
0.69,2858.49
0.68,2883.56
0.67,2909.36
0.66,2935.94
0.65,2963.32
0.64,2991.54
0.63,3020.65
0.62,3050.68
0.61,3081.68
0.6,3113.7
0.59,3146.79
0.58,3181.01
0.57,3216.41
0.56,3253.06
0.55,3291.02
0.54,3330.37
0.53,3371.19
0.52,3413.56
0.51,3457.57
0.5,3503.33
0.49,3550.93
0.48,3600.49
0.47,3652.13
0.46,3706.01
0.45,3762.25
0.44,3821.02
0.43,3882.51
0.42,3946.9
0.41,4014.41
0.4,4085.27
0.39,4159.74
0.38,4238.11
0.37,4320.7
0.36,4407.85
0.35,4499.97
0.34,4597.5
0.33,4700.93
0.32,4810.82
0.31,4927.81
0.3,5052.62
0.29,5186.07
0.28,5329.1
0.27,5482.79
0.26,5648.41
0.25,5827.42
0.24,6021.54
0.23,6232.8
0.22,6463.61
0.21,6716.86
0.2,6996.06
0.19,7305.49
0.18,7650.42
0.17,8037.48
0.16,8475.06
0.15,8973.98
0.14,9548.42
0.13,10217.44
0.12,11007.22
0.11,11954.86
0.1,13114.91
0.09,14571.49
0.08,16462.45
0.07,19034.37
0.06,22792.03
0.05,29072.86
