320,0.483977
310,0.505726
300,0.5279
290,0.550448
280,0.573319
270,0.596461
260,0.619822
250,0.64335
240,0.666994
230,0.690703
220,0.714425
210,0.738108
200,0.7617
195,0.773446
190,0.78515
185,0.796806
180,0.808407
175,0.819947
170,0.831419
165,0.842817
160,0.854134
155,0.865364
150,0.8765
145,0.887536
140,0.898466
135,0.909283
130,0.919981
125,0.930553
120,0.940993
115,0.951294
110,0.96145
105,0.971454
100,0.9813
95,0.990982
90,1.000492
85,1.009826
80,1.018975
75,1.027934
70,1.036697
65,1.045256
60,1.053606
58,1.056885
56,1.06013
54,1.063339
52,1.066513
50,1.06965
48,1.072751
46,1.075814
44,1.07884
42,1.081828
40,1.084778
38,1.08769
36,1.090562
34,1.093394
32,1.096187
30,1.099396661
29,1.101309522
28,1.103158346
27,1.105049487
26,1.107091756
25,1.109436681
24,1.11235624
23,1.116483366
22,1.123834228
21,1.13854271
20,1.158316429
19,1.177088474
18,1.196976988
17,1.21654208
16,1.237601867
15,1.260906018
14.5,1.290835263
14,1.3073136
13.5,1.324583838
13,1.3426573
12.5,1.361545313
12,1.3812592
11.5,1.401810288
11,1.4232099
10.5,1.445469363
10,1.4686
9.75,1.480495548
9.5,1.492613138
9.25,1.504954183
9,1.5194696
8.75,1.529925
8.5,1.5415139
8.25,1.55409545
8,1.5675288
7.8,1.578794125
7.6,1.590442342
7.4,1.602401338
7.2,1.614598995
7,1.6269632
6.8,1.639421837
6.6,1.65190279
6.4,1.664333946
6.2,1.676643187
6,1.6887584
5.8,1.700607469
5.6,1.712118278
5.4,1.723218714
5.2,1.733836659
5,1.7439
4.9,1.748701158
4.8,1.753336621
4.7,1.757797375
4.6,1.762074406
4.5,1.7661587
4.4,1.770044966
4.3,1.774428172
4.2,1.778702605
4.1,1.782867577
4,1.7869224
3.9,1.790866387
3.8,1.794698851
3.7,1.798419104
3.6,1.802026458
3.5,1.805520225
3.4,1.808899718
3.3,1.81216425
3.2,1.815313133
3.1,1.818345679
3,1.8212612
2.9,1.824059009
2.8,1.826738419
2.7,1.829298742
2.6,1.83173929
2.5,1.834059375
2.4,1.83625831
2.3,1.838335408
2.2,1.840289981
2.1,1.842121341
2,1.8438288
1.95,1.844635852
1.9,1.845411671
1.85,1.846156172
1.8,1.846869267
1.75,1.847550872
1.7,1.8482009
1.65,1.848819265
1.6,1.849405882
1.55,1.849960664
1.5,1.850483525
1.45,1.85097438
1.4,1.851433142
1.35,1.85188416
1.3,1.85234604
1.25,1.852775
1.2,1.85317104
1.15,1.85353416
1.1,1.85386436
1.05,1.85416164
1,1.854426
0.98,1.854522526
0.96,1.854613786
0.94,1.854699778
0.92,1.854780502
0.9,1.85486279
0.88,1.85493849
0.86,1.855005836
0.84,1.85506483
0.82,1.855115472
0.8,1.85515776
